Date,CIEB.CA,COMI.CA,DSCW.CA,EFIC.CA,ETEL.CA,HRHO.CA,JUFO.CA,ORAS.CA,PHAR.CA,SWDY.CA
2000-11-27 00:00:00+00:00,,0.4186110496520996,,0.8619542717933655,,,,,0.8789859414100647,
2000-11-28 00:00:00+00:00,,0.4186110496520996,,0.8619542717933655,,,,,0.8789859414100647,
2000-11-29 00:00:00+00:00,,0.4186110496520996,,0.8619542717933655,,,,,0.8789859414100647,
2000-11-30 00:00:00+00:00,,0.4038228690624237,,0.845239520072937,,,,,0.8789859414100647,
2000-12-03 00:00:00+00:00,,0.4038228690624237,,0.845239520072937,,,,,0.8789859414100647,
2000-12-04 00:00:00+00:00,,0.4038228690624237,,0.845239520072937,,,,,0.8789859414100647,
2000-12-05 00:00:00+00:00,,0.3958602249622345,,0.845239520072937,,,,,0.8789859414100647,
2000-12-06 00:00:00+00:00,,0.3958602249622345,,0.845239520072937,,,,,0.8789859414100647,
2000-12-07 00:00:00+00:00,,0.3958602249622345,,0.845239520072937,,,,,0.8789859414100647,
2000-12-10 00:00:00+00:00,,0.3958602249622345,,0.845239520072937,,,,,0.8789859414100647,
2000-12-11 00:00:00+00:00,,0.3958602249622345,,0.845239520072937,,,,,0.8789859414100647,
2000-12-12 00:00:00+00:00,,0.3958602249622345,,0.845239520072937,,,,,0.8789859414100647,
2000-12-13 00:00:00+00:00,,0.3958602249622345,,0.845239520072937,,,,,0.8789859414100647,
2000-12-14 00:00:00+00:00,,0.3958602249622345,,0.845239520072937,,,,,0.8789859414100647,
2000-12-17 00:00:00+00:00,,0.3958602249622345,,0.845239520072937,,,,,0.8789859414100647,
2000-12-18 00:00:00+00:00,,0.4004104435443878,,0.8236086368560791,,,,,0.8789859414100647,
2000-12-19 00:00:00+00:00,,0.4004104435443878,,0.8236086368560791,,,,,0.8789859414100647,
2000-12-20 00:00:00+00:00,,0.4004104435443878,,0.8236086368560791,,,,,0.8789859414100647,
2000-12-21 00:00:00+00:00,,0.4004104435443878,,0.8236086368560791,,,,,0.8789859414100647,
2000-12-24 00:00:00+00:00,,0.4004104435443878,,0.8236086368560791,,,,,0.8789859414100647,
2000-12-25 00:00:00+00:00,,0.4004104435443878,,0.8236086368560791,,,,,0.8789859414100647,
2000-12-26 00:00:00+00:00,,0.4004104435443878,,0.8236086368560791,,,,,0.8789859414100647,
2000-12-27 00:00:00+00:00,,0.4004104435443878,,0.8236086368560791,,,,,0.8789859414100647,
2000-12-28 00:00:00+00:00,,0.4004104435443878,,0.8236086368560791,,,,,0.8789859414100647,
2000-12-31 00:00:00+00:00,,0.4004104435443878,,0.8236086368560791,,,,,0.8789859414100647,
2001-01-01 00:00:00+00:00,,0.4004104435443878,,0.8236086368560791,,,,,0.8789859414100647,
2001-01-02 00:00:00+00:00,,0.4004104435443878,,0.8236086368560791,,,,,0.8789859414100647,
2001-01-03 00:00:00+00:00,,0.4004104435443878,,0.8236086368560791,,,,,0.8789859414100647,
2001-01-04 00:00:00+00:00,,0.4004104435443878,,0.8236086368560791,,,,,0.8789859414100647,
2001-01-07 00:00:00+00:00,,0.4004104435443878,,0.8236086368560791,,,,,0.8789859414100647,
2001-01-08 00:00:00+00:00,,0.4004104435443878,,0.8236086368560791,,,,,0.8789859414100647,
2001-01-09 00:00:00+00:00,,0.4004104435443878,,0.8236086368560791,,,,,0.8789859414100647,
2001-01-10 00:00:00+00:00,,0.4004104435443878,,0.8236086368560791,,,,,0.8789859414100647,
2001-01-11 00:00:00+00:00,,0.4004104435443878,,0.8236086368560791,,,,,0.8789859414100647,
2001-01-14 00:00:00+00:00,,0.4004104435443878,,0.8236086368560791,,,,,0.8789859414100647,
2001-01-15 00:00:00+00:00,,0.4004104435443878,,0.8236086368560791,,,,,0.8789859414100647,
2001-01-16 00:00:00+00:00,,0.4004104435443878,,0.8236086368560791,,,,,0.8789859414100647,
2001-01-17 00:00:00+00:00,,0.4004104435443878,,0.8236086368560791,,,,,0.8789859414100647,
2001-01-18 00:00:00+00:00,,0.4004104435443878,,0.8236086368560791,,,,,0.8789859414100647,
2001-01-21 00:00:00+00:00,,0.4004104435443878,,0.8236086368560791,,,,,0.8789859414100647,
2001-01-22 00:00:00+00:00,,0.4004104435443878,,0.8236086368560791,,,,,0.8789859414100647,
2001-01-23 00:00:00+00:00,,0.4004104435443878,,0.8236086368560791,,,,,0.8789859414100647,
2001-01-24 00:00:00+00:00,,0.4004104435443878,,0.8236086368560791,,,,,0.8789859414100647,
2001-01-25 00:00:00+00:00,,0.4004104435443878,,0.8236086368560791,,,,,0.8789859414100647,
2001-01-28 00:00:00+00:00,,0.4004104435443878,,0.8236086368560791,,,,,0.8789859414100647,
2001-01-29 00:00:00+00:00,,0.4004104435443878,,0.8236086368560791,,,,,0.8789859414100647,
2001-01-30 00:00:00+00:00,,0.4004104435443878,,0.8236086368560791,,,,,0.8789859414100647,
2001-01-31 00:00:00+00:00,,0.4004104435443878,,0.8236086368560791,,,,,0.8789859414100647,
2001-02-01 00:00:00+00:00,,0.4004104435443878,,0.8236086368560791,,,,,0.8789859414100647,
2001-02-04 00:00:00+00:00,,0.4004104435443878,,0.8236086368560791,,,,,0.8789859414100647,
2001-02-05 00:00:00+00:00,,0.4004104435443878,,0.8236086368560791,,,,,0.8789859414100647,
2001-02-06 00:00:00+00:00,,0.4004104435443878,,0.8236086368560791,,,,,0.8789859414100647,
2001-02-07 00:00:00+00:00,,0.4004104435443878,,0.8236086368560791,,,,,0.8789859414100647,
