Date,BRD.RO,DIGI.RO,FP.RO,M.RO,SFG.RO,SNG.RO,SNP.RO,TGN.RO,TLV.RO,WINE.RO
2001-11-06 00:00:00+00:00,37187.703125,,,,,,145.7783966064453,,,
2001-11-07 00:00:00+00:00,37187.703125,,,,,,145.7783966064453,,,
2001-11-08 00:00:00+00:00,37187.703125,,,,,,145.7783966064453,,,
2001-11-09 00:00:00+00:00,37541.859375,,,,,,145.13052368164062,,,
2001-11-12 00:00:00+00:00,38073.12109375,,,,,,145.7783966064453,,,
2001-11-13 00:00:00+00:00,38604.37109375,,,,,,145.45443725585938,,,
2001-11-14 00:00:00+00:00,38073.12109375,,,,,,142.5388946533203,,,
2001-11-15 00:00:00+00:00,37896.02734375,,,,,,141.56700134277344,,,
2001-11-16 00:00:00+00:00,38250.203125,,,,,,142.5388946533203,,,
2001-11-19 00:00:00+00:00,38073.12109375,,,,,,142.5388946533203,,,
2001-11-20 00:00:00+00:00,38073.12109375,,,,,,142.5388946533203,,,
2001-11-21 00:00:00+00:00,38427.2890625,,,,,,142.86282348632812,,,
2001-11-22 00:00:00+00:00,38604.37109375,,,,,,143.51072692871094,,,
2001-11-23 00:00:00+00:00,38958.5390625,,,,,,143.51072692871094,,,
2001-11-26 00:00:00+00:00,39135.62109375,,,,,,140.91909790039062,,,
2001-11-27 00:00:00+00:00,39135.62109375,,,,,,140.91909790039062,,,
2001-11-28 00:00:00+00:00,40375.2109375,,,,,,138.3275146484375,,,
2001-11-29 00:00:00+00:00,42146.0546875,,,,,,137.35565185546875,,,
2001-11-30 00:00:00+00:00,42500.23046875,,,,,,134.4400634765625,,,
2001-12-03 00:00:00+00:00,40729.37890625,,,,,,133.14427185058594,,,
2001-12-04 00:00:00+00:00,39843.96484375,,,,,,132.82032775878906,,,
2001-12-05 00:00:00+00:00,40198.13671875,,,,,,132.49639892578125,,,
2001-12-06 00:00:00+00:00,39843.96484375,,,,,,133.46823120117188,,,
2001-12-07 00:00:00+00:00,39312.71484375,,,,,,132.82032775878906,,,
2001-12-10 00:00:00+00:00,38781.4609375,,,,,,132.82032775878906,,,
2001-12-11 00:00:00+00:00,38250.203125,,,,,,130.87661743164062,,,
2001-12-12 00:00:00+00:00,39843.96484375,,,,,,127.96106719970703,,,
2001-12-13 00:00:00+00:00,39135.62109375,,,,,,129.580810546875,,,
2001-12-14 00:00:00+00:00,39135.62109375,,,,,,127.31314086914062,,,
2001-12-17 00:00:00+00:00,39666.87890625,,,,,,128.9329071044922,,,
2001-12-18 00:00:00+00:00,40375.2109375,,,,,,128.9329071044922,,,
2001-12-19 00:00:00+00:00,40375.2109375,,,,,,128.9329071044922,,,
2001-12-20 00:00:00+00:00,40375.2109375,,,,,,128.9329071044922,,,
2001-12-21 00:00:00+00:00,40375.2109375,,,,,,128.9329071044922,,,
2001-12-24 00:00:00+00:00,40375.2109375,,,,,,128.9329071044922,,,
2001-12-25 00:00:00+00:00,40375.2109375,,,,,,128.9329071044922,,,
2001-12-26 00:00:00+00:00,40375.2109375,,,,,,128.9329071044922,,,
2001-12-27 00:00:00+00:00,40375.2109375,,,,,,128.9329071044922,,,
2001-12-28 00:00:00+00:00,40375.2109375,,,,,,128.9329071044922,,,
2001-12-31 00:00:00+00:00,40375.2109375,,,,,,128.9329071044922,,,
2002-01-01 00:00:00+00:00,40375.2109375,,,,,,128.9329071044922,,,
2002-01-02 00:00:00+00:00,40375.2109375,,,,,,128.9329071044922,,,
2002-01-03 00:00:00+00:00,42323.13671875,,,,,,128.9329071044922,,,
2002-01-04 00:00:00+00:00,42323.13671875,,,,,,128.9329071044922,,,
2002-01-07 00:00:00+00:00,40729.37890625,,,,,,128.9329071044922,,,
2002-01-08 00:00:00+00:00,39843.96484375,,,,,,134.1161346435547,,,
2002-01-09 00:00:00+00:00,40729.37890625,,,,,,143.1868133544922,,,
2002-01-10 00:00:00+00:00,40729.37890625,,,,,,141.8909454345703,,,
2002-01-11 00:00:00+00:00,40729.37890625,,,,,,135.41192626953125,,,
2002-01-14 00:00:00+00:00,40021.046875,,,,,,135.73590087890625,,,
2002-01-15 00:00:00+00:00,38427.2890625,,,,,,129.90478515625,,,
2002-01-16 00:00:00+00:00,37896.02734375,,,,,,127.6371078491211,,,
2002-01-17 00:00:00+00:00,39666.87890625,,,,,,127.6371078491211,,,
2002-01-18 00:00:00+00:00,39666.87890625,,,,,,127.6371078491211,,,
2002-01-21 00:00:00+00:00,41083.55078125,,,,,,130.5526580810547,,,
2002-01-22 00:00:00+00:00,41083.55078125,,,,,,134.4400634765625,,,
2002-01-23 00:00:00+00:00,43208.5625,,,,,,136.05984497070312,,,
2002-01-24 00:00:00+00:00,42677.30859375,,,,,,138.97540283203125,,,
2002-01-25 00:00:00+00:00,42500.23046875,,,,,,140.91909790039062,,,
2002-01-28 00:00:00+00:00,42854.3984375,,,,,,142.86282348632812,,,
2002-01-29 00:00:00+00:00,43031.4765625,,,,,,144.1586151123047,,,
2002-01-30 00:00:00+00:00,43562.7265625,,,,,,147.07421875,,,
2002-01-31 00:00:00+00:00,43916.89453125,,,,,,149.01792907714844,,,
2002-02-01 00:00:00+00:00,45156.4921875,,,,,,155.49697875976562,,,
2002-02-04 00:00:00+00:00,47635.671875,,,,,,174.93405151367188,,,
2002-02-05 00:00:00+00:00,48521.09375,,,,,,165.21551513671875,,,
2002-02-06 00:00:00+00:00,48698.16796875,,,,,,155.49697875976562,,,
2002-02-07 00:00:00+00:00,45333.5703125,,,,,,153.5532684326172,,,
2002-02-08 00:00:00+00:00,45864.82421875,,,,,,156.46881103515625,,,
2002-02-11 00:00:00+00:00,46218.9921875,,,,,,159.70834350585938,,,
2002-02-12 00:00:00+00:00,46041.90625,,,,,,153.2292938232422,,,
2002-02-13 00:00:00+00:00,45333.5703125,,,,,,151.9334716796875,,,
2002-02-14 00:00:00+00:00,46218.9921875,,,,,,154.52513122558594,,,
2002-02-15 00:00:00+00:00,46750.25,,,,,,155.49697875976562,,,
2002-02-18 00:00:00+00:00,48166.92578125,,,,,,165.21551513671875,,,
2002-02-19 00:00:00+00:00,47812.7578125,,,,,,161.9759979248047,,,
2002-02-20 00:00:00+00:00,47635.671875,,,,,,158.7364959716797,,,
2002-02-21 00:00:00+00:00,46396.0859375,,,,,,158.7364959716797,,,
2002-02-22 00:00:00+00:00,46750.25,,,,,,157.11671447753906,,,
2002-02-25 00:00:00+00:00,46573.1640625,,,,,,161.32810974121094,,,
2002-02-26 00:00:00+00:00,46573.1640625,,,,,,160.35623168945312,,,
2002-02-27 00:00:00+00:00,46750.25,,,,,,158.08859252929688,,,
2002-02-28 00:00:00+00:00,47635.671875,,,,,,158.4125518798828,,,
2002-03-01 00:00:00+00:00,54719.04296875,,,,,,158.7364959716797,,,
2002-03-04 00:00:00+00:00,53479.44921875,,,,,,159.06044006347656,,,
2002-03-05 00:00:00+00:00,54719.04296875,,,,,,159.06044006347656,,,
2002-03-06 00:00:00+00:00,55781.54296875,,,,,,160.35623168945312,,,
2002-03-07 00:00:00+00:00,55781.54296875,,,,,,165.21551513671875,,,
2002-03-08 00:00:00+00:00,57021.13671875,,,,,,165.21551513671875,,,
2002-03-11 00:00:00+00:00,58260.734375,,,,,,168.45504760742188,,,
2002-03-12 00:00:00+00:00,57906.5625,,,,,,165.21551513671875,,,
2002-03-13 00:00:00+00:00,56135.7265625,,,,,,165.21551513671875,,,
2002-03-14 00:00:00+00:00,57375.3046875,,,,,,165.21551513671875,,,
2002-03-15 00:00:00+00:00,57375.3046875,,,,,,165.21551513671875,,,
2002-03-18 00:00:00+00:00,57375.3046875,,,,,,171.69454956054688,,,
2002-03-19 00:00:00+00:00,49583.59375,,,,,,174.93405151367188,,,
2002-03-20 00:00:00+00:00,42146.0546875,,,,,,174.93405151367188,,,
2002-03-21 00:00:00+00:00,28333.482421875,,,,,,174.93405151367188,,,
2002-03-22 00:00:00+00:00,28510.568359375,,,,,,174.93405151367188,,,
2002-03-25 00:00:00+00:00,28510.568359375,,,,,,171.69454956054688,,,
2002-03-26 00:00:00+00:00,28687.65234375,,,,,,174.93405151367188,,,
2002-03-27 00:00:00+00:00,28510.568359375,,,,,,178.17361450195312,,,
2002-03-28 00:00:00+00:00,28510.568359375,,,,,,178.17361450195312,,,
2002-03-29 00:00:00+00:00,29041.826171875,,,,,,178.17361450195312,,,
2002-04-01 00:00:00+00:00,29218.904296875,,,,,,181.41314697265625,,,
2002-04-02 00:00:00+00:00,29041.826171875,,,,,,181.41314697265625,,,
2002-04-03 00:00:00+00:00,29927.240234375,,,,,,184.6526336669922,,,
2002-04-04 00:00:00+00:00,29927.240234375,,,,,,184.6526336669922,,,
2002-04-05 00:00:00+00:00,29927.240234375,,,,,,184.6526336669922,,,
2002-04-08 00:00:00+00:00,29927.240234375,,,,,,181.41314697265625,,,
2002-04-09 00:00:00+00:00,29927.240234375,,,,,,184.6526336669922,,,
2002-04-10 00:00:00+00:00,29927.240234375,,,,,,187.89218139648438,,,
2002-04-11 00:00:00+00:00,30635.578125,,,,,,191.1317138671875,,,
2002-04-12 00:00:00+00:00,32937.6796875,,,,,,187.89218139648438,,,
